"HF","Financing scheme","FS","Revenues of financing schemes","MEASURE","Measure","LOCATION","Country","TIME","Year","Value","Flag Codes","Flags"
"HF1","Government/compulsory schemes","FS4","Compulsory prepayment (other than FS.3)","PARPIB","Share of gross domestic product","USA","United States","2017","2017",5.864,,
"HF1","Government/compulsory schemes","FS4","Compulsory prepayment (other than FS.3)","MLLNCU","Current prices","USA","United States","2014","2014",981720.968,,
"HF1","Government/compulsory schemes","FS4","Compulsory prepayment (other than FS.3)","MLLNCU","Current prices","USA","United States","2015","2015",1040310.991,,
"HF1","Government/compulsory schemes","FS4","Compulsory prepayment (other than FS.3)","MLLNCU","Current prices","USA","United States","2016","2016",1102080.347,,
"HF1","Government/compulsory schemes","FS4","Compulsory prepayment (other than FS.3)","MLLNCU","Current prices","USA","United States","2017","2017",1142578.138,,
"HF1","Government/compulsory schemes","FS4","Compulsory prepayment (other than FS.3)","VALREL","Constant prices, OECD base year","USA","United States","2014","2014",911137.032,,
"HF1","Government/compulsory schemes","FS4","Compulsory prepayment (other than FS.3)","VALREL","Constant prices, OECD base year","USA","United States","2015","2015",963065.465,,
"HF1","Government/compulsory schemes","FS4","Compulsory prepayment (other than FS.3)","VALREL","Constant prices, OECD base year","USA","United States","2016","2016",1010221.076,,
"HF1","Government/compulsory schemes","FS4","Compulsory prepayment (other than FS.3)","VALREL","Constant prices, OECD base year","USA","United States","2017","2017",1028318.141,,
"HF1","Government/compulsory schemes","FS4","Compulsory prepayment (other than FS.3)","PARHF","Share of financing scheme","USA","United States","2014","2014",40.488,,
"HF1","Government/compulsory schemes","FS4","Compulsory prepayment (other than FS.3)","PARHF","Share of financing scheme","USA","United States","2015","2015",40.298,,
"HF1","Government/compulsory schemes","FS4","Compulsory prepayment (other than FS.3)","PARHF","Share of financing scheme","USA","United States","2016","2016",40.71,,
"HF1","Government/compulsory schemes","FS4","Compulsory prepayment (other than FS.3)","PARHF","Share of financing scheme","USA","United States","2017","2017",40.66,,
"HF12HF13","Compulsory contributory health insurance schemes","FS4","Compulsory prepayment (other than FS.3)","PARPIB","Share of gross domestic product","USA","United States","2014","2014",5.603,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS4","Compulsory prepayment (other than FS.3)","PARPIB","Share of gross domestic product","USA","United States","2015","2015",5.71,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS4","Compulsory prepayment (other than FS.3)","PARPIB","Share of gross domestic product","USA","United States","2016","2016",5.891,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS4","Compulsory prepayment (other than FS.3)","PARPIB","Share of gross domestic product","USA","United States","2017","2017",5.864,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS4","Compulsory prepayment (other than FS.3)","MLLNCU","Current prices","USA","United States","2014","2014",981720.968,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS4","Compulsory prepayment (other than FS.3)","MLLNCU","Current prices","USA","United States","2015","2015",1040310.991,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS4","Compulsory prepayment (other than FS.3)","MLLNCU","Current prices","USA","United States","2016","2016",1102080.347,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS4","Compulsory prepayment (other than FS.3)","MLLNCU","Current prices","USA","United States","2017","2017",1142578.138,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS4","Compulsory prepayment (other than FS.3)","VALREL","Constant prices, OECD base year","USA","United States","2014","2014",911137.032,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS4","Compulsory prepayment (other than FS.3)","VALREL","Constant prices, OECD base year","USA","United States","2015","2015",963065.465,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS4","Compulsory prepayment (other than FS.3)","VALREL","Constant prices, OECD base year","USA","United States","2016","2016",1010221.076,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS4","Compulsory prepayment (other than FS.3)","VALREL","Constant prices, OECD base year","USA","United States","2017","2017",1028318.141,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS4","Compulsory prepayment (other than FS.3)","PARHF","Share of financing scheme","USA","United States","2014","2014",58.903,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS4","Compulsory prepayment (other than FS.3)","PARHF","Share of financing scheme","USA","United States","2015","2015",58.881,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS4","Compulsory prepayment (other than FS.3)","PARHF","Share of financing scheme","USA","United States","2016","2016",59.185,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS4","Compulsory prepayment (other than FS.3)","PARHF","Share of financing scheme","USA","United States","2017","2017",58.982,"D","Difference in methodology"
"HFTOT","All financing schemes","FS5","Voluntary prepayment","PARPIB","Share of gross domestic product","CAN","Canada","2006","2006",0.909,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","PARPIB","Share of gross domestic product","CAN","Canada","2007","2007",0.931,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","PARPIB","Share of gross domestic product","CAN","Canada","2008","2008",0.951,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","PARPIB","Share of gross domestic product","CAN","Canada","2009","2009",1.05,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","PARPIB","Share of gross domestic product","CAN","Canada","2010","2010",1.026,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","PARPIB","Share of gross domestic product","CAN","Canada","2011","2011",1.006,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","PARPIB","Share of gross domestic product","CAN","Canada","2012","2012",1.017,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","PARPIB","Share of gross domestic product","CAN","Canada","2013","2013",1.01,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","PARPIB","Share of gross domestic product","CAN","Canada","2014","2014",0.994,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","PARPIB","Share of gross domestic product","CAN","Canada","2015","2015",1.034,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","PARPIB","Share of gross domestic product","CAN","Canada","2016","2016",1.071,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","PARPIB","Share of gross domestic product","CAN","Canada","2017","2017",1.064,"P","Provisional value"
"HFTOT","All financing schemes","FS5","Voluntary prepayment","PARPIB","Share of gross domestic product","CAN","Canada","2018","2018",1.081,"P","Provisional value"
"HFTOT","All financing schemes","FS5","Voluntary prepayment","MLLNCU","Current prices","CAN","Canada","2006","2006",13609.527,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","MLLNCU","Current prices","CAN","Canada","2007","2007",14688.06,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","MLLNCU","Current prices","CAN","Canada","2008","2008",15761.992,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","MLLNCU","Current prices","CAN","Canada","2009","2009",16506.515,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","MLLNCU","Current prices","CAN","Canada","2010","2010",17098.813,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","MLLNCU","Current prices","CAN","Canada","2011","2011",17853.474,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","MLLNCU","Current prices","CAN","Canada","2012","2012",18579.811,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","MLLNCU","Current prices","CAN","Canada","2013","2013",19217.667,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","MLLNCU","Current prices","CAN","Canada","2014","2014",19831.451,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","MLLNCU","Current prices","CAN","Canada","2015","2015",20587.87,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","MLLNCU","Current prices","CAN","Canada","2016","2016",21721.311,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","MLLNCU","Current prices","CAN","Canada","2017","2017",22791.456,"P","Provisional value"
"HFTOT","All financing schemes","FS5","Voluntary prepayment","MLLNCU","Current prices","CAN","Canada","2018","2018",23997.657,"P","Provisional value"
"HFTOT","All financing schemes","FS5","Voluntary prepayment","VALREL","Constant prices, OECD base year","CAN","Canada","2006","2006",14475.158,,
"HFTOT","All financing schemes","FS5","Voluntary prepayment","VALREL","Constant prices, OECD base year","CAN","Canada","2007","2007",15328.716,,
